nombre_tortuga,estacion,fecha,area_de_monitoreo,posicion_lat_long,hora_de_captura,especie,peso,sexo,l_r_c,l_c_c,a_r_c,a_c_c,p_c,l_p,l_t_c,marca_nombre,marca_izquierda,fecha_inicio,hora_inicio,hora_fin,total_horas,tipo_monitoreo,metodologia,latitud,longitud,unidad_utm_o_grados,hora_captura,material_marcas,marca_previa_izquierda,comentarios,especie_nombre_latino,sexo_correcto,lugar,geografía,numero_recaptura,año,mes,mes_nombre
Brillo,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.39930555555555558,Chelonia mydas,44.5,hembra,12,76,52.4,69.6,26,12,11.5,GT 10840,GT 10839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,6,jun
Chuy Zorra,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.4055555555555555,Chelonia mydas,52,hembra,12,77.8,57,75.1,27.2,12,14.2,GT 10842,GT 10841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,6,jun
Fca. Valdez(2),Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.41597222222222219,Chelonia mydas,35,indefinido,12,70.4,51.8,68,23.3,12,14.5,GT 8168,GT 8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2017,6,jun
Kono,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.4201388888888889,Chelonia mydas,18,indefinido,12,54,41.5,54,20.4,12,8.5,GT 10844,GT 10843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,6,jun
Jose Angel,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.4291666666666667,Chelonia mydas,44,hembra,12,75,55,69.3,24.7,12,13.2,GT 10846,GT 10845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,6,jun
Moana,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.43055555555555558,Chelonia mydas,11,indefinido,12,46,35.2,44.2,17.8,12,9,GT 10848,GT 10847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,6,jun
Renata(2),Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.43333333333333335,Chelonia mydas,44.5,hembra,12,74.5,51.5,68.1,26.6,12,15,GT 8120,GT 8119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,3,2017,6,jun
Netito,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.4375,Chelonia mydas,36.5,indefinido,12,66.4,50.4,64.9,26.1,12,15.9,GT 10850,GT 10849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,6,jun
Aurelio,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.44097222222222227,Chelonia mydas,35,indefinido,12,70.3,51.7,67.2,23.4,12,14.3,GT 10852,GT 10851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,6,jun
Gabrielin,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.49305555555555558,Chelonia mydas,13,indefinido,12,50.6,39.8,46.3,17.7,12,8,GT 10854,GT 10853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,6,jun
Ricardo,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.58888888888888891,Chelonia mydas,77,hembra,12,89,61.7,81.3,32.9,12,22,GT 10856,GT 10855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,6,jun
Maluchi,Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.59097222222222223,Chelonia mydas,35,indefinido,12,67.7,50.7,65.6,24.1,12,12.9,GT 10858,GT 10857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,6,jun
Panky(1),Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.59236111111111112,Chelonia mydas,16,indefinido,12,52.4,41,52.3,19.1,12,8,GT 10860,GT 10859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2017,6,jun
Angelica(2),Verano,2017-06-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78294 W111.88216,0.60069444444444442,Chelonia mydas,64,hembra,12,82.3,70.2,75.5,30.1,12,16,GT 5266,GT 10861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2017,6,jun
Yali,Verano,2017-01-08T00:00:00Z,"""Y"" Laguna la Cruz",N28.783370 W111.88371,0.52638888888888891,Chelonia mydas,26,indefinido,13,60.5,46.2,59.3,21.7,13,10.7,GT 10863,GT 10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,1,jan
Melo,Verano,2017-01-08T00:00:00Z,"""Y"" Laguna la Cruz",N28.783370 W111.88371,0.53055555555555556,Chelonia mydas,35,indefinido,13,69,53.1,67.5,24.7,13,12,GT 10865,GT 10864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,1,jan
Camila,Verano,2017-01-08T00:00:00Z,"""Y"" Laguna la Cruz",N28.783370 W111.88371,0.59375,Chelonia mydas,35,indefinido,13,63.5,50,66.5,24.5,13,18,GT 10867,GT 10866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,1,jan
Isabel,Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.39166666666666666,Chelonia mydas,46,hembra,14,78,55.1,72.5,26.5,14,15,GT 10868,GT 10869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2017,7,jul
Jeeniffer,Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.41319444444444442,Chelonia mydas,16,indefinido,14,53.5,38.9,49,18.3,14,10.7,GT 10870,GT 10871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2017,7,jul
Renata(3),Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.47500000000000003,Chelonia mydas,43,hembra,14,74.5,51.5,68.5,27,14,15.5,GT 8120,GT 8119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,3,2017,7,jul
Iris,Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.4861111111111111,Chelonia mydas,35,hembra,14,69.8,50.5,69.2,25,14,12,GT 8022,GT 8021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2017,7,jul
Tania,Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.49444444444444446,Chelonia mydas,49,hembra,14,77.5,53.4,70.2,27.7,14,16,GT 10873,GT 10874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,7,jul
Prima Meche(2),Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.50277777777777777,Chelonia mydas,42,hembra,14,72.5,54,69.5,26,14,13,GT 8187,GT 8186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,4,2017,7,jul
Rodrigo,Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.50763888888888886,Chelonia mydas,13,indefinido,14,49.7,39,49.3,18.2,14,8,GT 10874,GT 10875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,7,jul
Hilda,Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.5180555555555556,Chelonia mydas,45,hembra,14,74.5,54,70,26,14,16,GT 10877,GT 10876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,7,jul
Rita,Verano,2017-07-16T00:00:00Z,"""Y"" Laguna la Cruz",N28.47067 W11.53135,0.52083333333333337,Chelonia mydas,28,indefinido,14,62.6,45.4,59,21,14,10,GT 10878,GT 10879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,7,jul
Suzanne(1),Verano,2017-07-17T00:00:00Z,"""Y"" Laguna la Cruz",N28.78389 W111.88257,0.41666666666666669,Chelonia mydas,29,indefinido,15,65.7,48.9,63.2,22.6,15,0.4597222222222222,GT 10881,GT 10880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,7,jul
Nidia(2),Verano,2017-07-17T00:00:00Z,"""Y"" Laguna la Cruz",N28.78389 W111.88257,0.42708333333333331,Chelonia mydas,52,hembra,15,78.5,58.2,75.4,30.1,15,14,GT 5215,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2017,7,jul
Sara Carolina,Verano,2017-07-17T00:00:00Z,"""Y"" Laguna la Cruz",N28.78389 W111.88257,0.44166666666666665,Chelonia mydas,49,hembra,15,79.6,57.4,75.2,26.3,15,13,GT 1083,GT 10882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,7,jul
Gladys(2),Verano,2017-07-17T00:00:00Z,"""Y"" Laguna la Cruz",N28.78389 W111.88257,0.47500000000000003,Chelonia mydas,35,hembra,15,67.7,50.9,62,22,15,11,GT 10828,GT 10827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2017,7,jul
Ana Paulina,Verano,2017-07-17T00:00:00Z,"""Y"" Laguna la Cruz",N28.78389 W111.88257,0.47916666666666669,Chelonia mydas,35,hembra,15,66.4,48.4,62.5,25.4,15,12,GT 10885,GT 10884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,7,jul
Tyler,Verano,2017-07-17T00:00:00Z,"""Y"" Laguna la Cruz",N28.78389 W111.88257,0.4826388888888889,Chelonia mydas,35,hembra,15,70.2,50.3,67.4,23.7,15,13,GT 10887,GT 10886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,7,jul
Crace,Verano,2017-07-17T00:00:00Z,"""Y"" Laguna la Cruz",N28.78389 W111.88257,0.57430555555555551,Chelonia mydas,43,hembra,15,75.4,54,77.7,26.1,15,14.5,GT 10889,GT 10888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,7,jul
Paola,Verano,2017-07-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78336 W111.88262,0.40972222222222227,Chelonia mydas,37,indefinido,16,71.5,52.4,70.5,24,16,11,GT 10891,GT 10890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,7,jul
Kira,Verano,2017-07-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78336 W111.88262,0.43958333333333338,Chelonia mydas,39,indefinido,16,69.6,52.5,71,25.2,16,14,GT 10893,GT 10892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,7,jul
Daniela,Verano,2017-07-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78336 W111.88262,0.4458333333333333,Chelonia mydas,32,indefinido,16,69,49.2,63.8,24,16,16,GT 10895,GT 10894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,7,jul
Monserrat,Verano,2017-07-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78336 W111.88262,0.45208333333333334,Chelonia mydas,94,hembra,16,101.5,66.4,91,32.1,16,26.5,GT 10897,GT 10896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,7,jul
Melanye,Verano,2017-07-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78336 W111.88262,0.47361111111111115,Chelonia mydas,22,indefinido,16,59.3,46.4,58.5,20,16,9.5,GT 10899,GT 10898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,7,jul
Ana Gloria,Verano,2017-07-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78336 W111.88262,0.52222222222222225,Chelonia mydas,50,hembra,16,78,54.9,72.5,29,16,16,GT 10900,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,7,jul
Brava(2),Verano,2017-07-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.78336 W111.88262,0.52777777777777779,Chelonia mydas,41,hembra,16,73.1,52.7,66.6,24.2,16,14,GT 10834,GT 10833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2017,7,jul
America,Verano,2017-01-08T00:00:00Z,"""Y"" Laguna la Cruz",N28.78460 W111.80194,0.4375,Chelonia mydas,29,indefinido,17,65,45.7,63.5,23,17,12.5,GT 11401,GT 11402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,1,jan
Chayo Torres,Verano,2017-01-08T00:00:00Z,"""Y"" Laguna la Cruz",N28.78460 W111.80194,0.46527777777777773,Chelonia mydas,76,hembra,17,90.2,63.8,82.8,33.5,17,21,GT 11404,GT 11403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,1,jan
Andrea,Verano,2017-01-08T00:00:00Z,"""Y"" Laguna la Cruz",N28.78460 W111.80194,0.49305555555555558,Chelonia mydas,48,hembra,17,77.1,54,73,28,17,16.3,GT 11406,GT 11405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,1,jan
Alison(2),Verano,2017-08-14T00:00:00Z,"""Y"" Laguna la Cruz",N28.78273W111.88359,0.44305555555555554,Chelonia mydas,39,indefinido,18,71,54.5,66.5,24.7,18,12,GT 10200,GT 10199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2017,8,aug
Rita,Verano,2017-08-14T00:00:00Z,"""Y"" Laguna la Cruz",N28.78273W111.88359,0.46527777777777773,Chelonia mydas,40,hembra,18,67.5,51.7,67.5,25.6,18,14.5,GT 11408,GT 11407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,8,aug
Kendra,Verano,2017-08-14T00:00:00Z,"""Y"" Laguna la Cruz",N28.78273W111.88359,0.52847222222222223,Chelonia mydas,13,indefinido,18,49,39.2,48,18.4,18,7,GT 11409,GT 11410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,8,aug
Blanca,Verano,2017-08-14T00:00:00Z,"""Y"" Laguna la Cruz",N28.78273W111.88359,0.55694444444444446,Chelonia mydas,45,hembra,18,74,53,74.5,26.3,18,13,GT 11411,GT 11412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,8,aug
Eliana,Verano,2017-08-14T00:00:00Z,"""Y"" Laguna la Cruz",N28.78273W111.88359,0.58680555555555558,Chelonia mydas,56,hembra,18,81,59,77.5,27.7,18,20,GT 11413,GT 11414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,8,aug
Pepe(3),Verano,2017-08-15T00:00:00Z,"""Y"" Laguna la Cruz",N28.78386 W111.88165,0.375,Chelonia mydas,40,hembra,19,72.8,53.2,67.7,25.1,19,12,GT 1569,GT 11415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,3,2017,8,aug
Invencible(2),Verano,2017-08-15T00:00:00Z,"""Y"" Laguna la Cruz",N28.78386 W111.88165,0.43055555555555558,Chelonia mydas,31,indefinido,19,63.9,48.7,62.5,22.7,19,11.5,GT 10809,GT 10810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,8,aug
Ami(3),Verano,2017-08-15T00:00:00Z,"""Y"" Laguna la Cruz",N28.78386 W111.88165,0.43611111111111112,Chelonia mydas,43,hembra,19,74.7,53.4,70.2,26.7,19,15.2,GT 5215,GT 5216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2017,8,aug
Tia Chayo,Verano,2017-08-29T00:00:00Z,"""Y"" Laguna la Cruz",N28.78386 W111.88165,0.46527777777777773,Chelonia mydas,19,indefinido,19,57.8,41.7,53.8,20,19,10.5,GT 11416,GT 11417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,8,aug
Jonh,Verano,2017-08-29T00:00:00Z,"""Y"" Laguna la Cruz",N28.78317 W111.88132,0.37152777777777773,Chelonia mydas,48,hembra,20,78.5,53.1,69.3,27.7,20,18,GT 11418,GT 11419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,8,aug
Carolyna,Verano,2017-08-29T00:00:00Z,"""Y"" Laguna la Cruz",N28.78317 W111.88132,11.07 AM,Chelonia mydas,37,indefinido,20,69.2,44.9,65.6,26.1,20,11.4,GT 11420,GT 11421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,8,aug
Della,Verano,2017-08-29T00:00:00Z,"""Y"" Laguna la Cruz",N28.78317 W111.88132,0.52777777777777779,Chelonia mydas,44,hembra,20,71.5,53.8,68.5,26.9,20,15,GT 11422,gt 11423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,8,aug
Lucy,Verano,2017-08-29T00:00:00Z,"""Y"" Laguna la Cruz",N28.78303 W111.88213,0.3840277777777778,Chelonia mydas,30,indefinido,21,67.7,41.1,63.6,21.4,21,12,GT 11424,GT 11425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,8,aug
Victoria,Verano,2017-08-29T00:00:00Z,"""Y"" Laguna la Cruz",N28.78303 W111.88213,0.42569444444444443,Chelonia mydas,45,hembra,21,73.7,54.9,68,26.9,21,13,GT 11426,GT 11427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,8,aug
Panky(2),Verano,2017-08-29T00:00:00Z,"""Y"" Laguna la Cruz",N28.78303 W111.88213,0.44236111111111115,Chelonia mydas,15.5,indefinido,21,52.5,40.4,51.4,18.9,21,8,GT 10860,GT 10859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,2,2017,8,aug
El Mana,Otono,2017-09-27T00:00:00Z,"""Y"" Laguna la Cruz",N28.47004 W111.52866,0.41111111111111115,Chelonia mydas,57,hembra,22,82,55.7,71,28.1,22,19,GT 11428,GT 11429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,9,sep
Camilo,Otono,2017-09-27T00:00:00Z,"""Y"" Laguna la Cruz",N28.47004 W111.52866,0.53055555555555556,Chelonia mydas,24,indefinido,22,62.4,45,57.3,20.7,22,13.5,GT 11430,GT 11431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,9,sep
La Desgracia,Otono,2017-09-27T00:00:00Z,"""Y"" Laguna la Cruz",N28.47004 W111.52866,0.53819444444444442,Chelonia mydas,37,hembra,22,69,52.2,70.6,25.5,22,13,GT 11432,GT 11433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,9,sep
Kass,Otono,2017-09-27T00:00:00Z,"""Y"" Laguna la Cruz",N28.47004 W111.52866,0.56874999999999998,Chelonia mydas,48,hembra,22,75.5,55.1,70.2,27.3,22,16,GT 11434,GT 11435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,9,sep
Sonia,Otono,2017-09-27T00:00:00Z,"""Y"" Laguna la Cruz",N28.47004 W111.52866,0.57152777777777775,Chelonia mydas,38,hembra,22,74,52.3,65.5,25.7,22,11.5,GT 11436,GT 11427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,9,sep
La Mision,Otono,2017-06-11T00:00:00Z,Mision del sol,N28.82543 W111.95216,0.79861111111111116,Lepidochelys olivacea,27,hembra,23,60.7,50.3,64.5,24,23,10.4,GT 11439,GT 11438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepidochelys olivacea,Hembra,Playa,playa,1,2017,6,jun
Glenda(2),Otono,2017-10-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78324 W111.88388,0.4375,Chelonia mydas,58,hembra,24,81,68.3,77.3,29.7,24,15,GT 8103,GT 8102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,2,2017,10,oct
Becky,Otono,2017-10-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78324 W111.88388,0.46249999999999997,Chelonia mydas,50,hembra,24,78.8,55.1,72.9,25.2,24,15,GT 11440,GT 11441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,10,oct
Spot,Otono,2017-10-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78324 W111.88388,0.47222222222222227,Chelonia mydas,29,indefinido,24,63,47.7,61,23,24,10.5,GT 11442,GT 11443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,10,oct
Barney,Otono,2017-10-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78324 W111.88388,0.47916666666666669,Chelonia mydas,40,hembra,24,72,52.5,68,26.8,24,15,GT 11444,GT 11445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,10,oct
Lutece,Otono,2017-10-11T00:00:00Z,"""Y"" Laguna la Cruz",N28.78324 W111.88388,0.49236111111111108,Chelonia mydas,44,hembra,24,73.3,55.4,73,26.6,24,14.5,GT 11446,GT 11447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,10,oct
Irene(2),Otono,2017-10-27T00:00:00Z,"""Y"" Laguna la Cruz",N28.47069 W111.53011,0.39583333333333331,Chelonia mydas,46,hembra,25,74.5,54.8,72.3,26,25,13,GT 11448,GT 5246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,10,oct
Arena,Otono,2017-10-28T00:00:00Z,"""Y"" Laguna la Cruz",N28.47069 W111.53011,0.40277777777777773,Chelonia mydas,31,indefinido,25,68.2,49.5,66,21.6,25,12.5,GT 11449,GT 11450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,10,oct
Mangle,Otono,2017-10-29T00:00:00Z,"""Y"" Laguna la Cruz",N28.47069 W111.53011,0.4236111111111111,Chelonia mydas,63,hembra,25,83,61.4,81,29.8,25,19.5,GT 11451,GT 11452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Hembra,Laguna La Cruz,estuario,1,2017,10,oct
Palma,Otono,2017-10-30T00:00:00Z,"""Y"" Laguna la Cruz",N28.47069 W111.53011,0.43055555555555558,Chelonia mydas,33,indefinido,25,70.2,54.2,68,23,25,14.5,GT 11453,GT 11454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chelonia mydas,Indefinido,Laguna La Cruz,estuario,1,2017,10,oct
